iteration,clustering_loss
0,0.09876957535743713
1,0.13223116099834442
2,0.10640966892242432
3,0.11461880803108215
4,0.11093620955944061
5,0.11303377151489258
6,0.09403607249259949
7,0.06544597446918488
8,0.09247821569442749
9,0.08800306916236877
10,0.141303151845932
11,0.08657831698656082
12,0.09675579518079758
13,0.055199965834617615
14,0.1999739110469818
15,0.1870942860841751
16,0.20712852478027344
17,0.11054210364818573
18,0.10844674706459045
19,0.10936125367879868
20,0.10378110408782959
21,0.12515471875667572
22,0.11994034796953201
23,0.11189526319503784
24,0.13577887415885925
25,0.102421335875988
26,0.11107859760522842
27,0.1118127703666687
28,0.2497430145740509
29,0.21170732378959656
30,0.15951892733573914
31,0.10261430591344833
32,0.08449509739875793
33,0.0607508048415184
34,0.05829131230711937
35,0.08531785011291504
36,0.1288585066795349
37,0.10751032084226608
38,0.0859600156545639
39,0.12102383375167847
40,0.10912804305553436
41,0.12377335131168365
42,0.12482598423957825
43,0.1422334909439087
44,0.0937652587890625
45,0.08577181398868561
46,0.09088054299354553
47,0.05145365744829178
48,0.14551830291748047
49,0.1452207863330841
50,0.15138301253318787
51,0.10212841629981995
52,0.07201115787029266
53,0.058112382888793945
54,0.1058749407529831
55,0.12691949307918549
56,0.16762328147888184
57,0.15229859948158264
58,0.13095998764038086
59,0.12554606795310974
60,0.11267580091953278
61,0.1114329844713211
62,0.11283218860626221
63,0.1536867916584015
64,0.09853268414735794
65,0.1013774424791336
66,0.08324665576219559
67,0.07831158488988876
68,0.08403193205595016
69,0.12010221928358078
70,0.18416354060173035
71,0.14003202319145203
72,0.09969688951969147
73,0.09372860193252563
74,0.08199477195739746
75,0.11697458475828171
76,0.15767839550971985
77,0.13125190138816833
78,0.11097542941570282
79,0.11547046154737473
80,0.11406353861093521
81,0.10724536329507828
82,0.10438846796751022
83,0.10503920167684555
84,0.0886734277009964
85,0.08116598427295685
86,0.06642843037843704
87,0.1072264239192009
88,0.056675985455513
89,0.10121799260377884
90,0.17167624831199646
91,0.17221485078334808
92,0.1330869048833847
93,0.11551952362060547
94,0.08122778683900833
95,0.1095525473356247
96,0.14211083948612213
97,0.0896671712398529
98,0.08803201466798782
99,0.09885408729314804
100,0.10113027691841125
101,0.09429493546485901
102,0.0964202731847763
103,0.06744790077209473
104,0.0671992152929306
105,0.05234365165233612
106,0.04430724307894707
107,0.10934941470623016
108,0.055146366357803345
109,0.08021502941846848
110,0.1486453264951706
111,0.2307790219783783
112,0.2037220597267151
113,0.1430014967918396
114,0.0695570707321167
115,0.07704051584005356
116,0.1025705486536026
117,0.0683271586894989
118,0.06821880489587784
119,0.11626186966896057
120,0.08012798428535461
121,0.0761198103427887
122,0.08629460632801056
123,0.0956931859254837
124,0.054071828722953796
125,0.038170285522937775
126,0.03215942159295082
127,0.06880359351634979
128,0.048049189150333405
129,0.059428829699754715
130,0.10626725852489471
131,0.24281448125839233
132,0.2829703390598297
133,0.1649741232395172
134,0.09267386794090271
135,0.06897574663162231
136,0.06926648318767548
137,0.05701782554388046
138,0.0538787841796875
139,0.11663701385259628
140,0.06958472728729248
141,0.06529375910758972
142,0.0761110931634903
143,0.11579297482967377
144,0.05638013780117035
145,0.035301849246025085
146,0.030007721856236458
147,0.055351268500089645
