iteration,clustering_loss,val_clustering_loss
0,0.640826404094696,0.800349771976471
1,0.6960623264312744,0.6015999913215637
2,0.7320753931999207,0.5810543298721313
3,0.8446385860443115,0.488591730594635
4,0.5231686234474182,0.6851003170013428
5,0.5891374349594116,0.5678485631942749
6,0.6251766085624695,0.6570194959640503
7,0.8815741539001465,0.6545424461364746
8,0.6314816474914551,0.4176229238510132
9,0.8068729639053345,0.7207127809524536
10,0.42655906081199646,0.4061078131198883
11,0.6927939653396606,0.6993489265441895
12,0.4698256850242615,0.6127146482467651
13,0.7555200457572937,0.6176183223724365
14,0.5225343108177185,0.463595986366272
15,0.4660746157169342,0.6156306266784668
16,0.6083819270133972,0.5525804758071899
17,0.406982421875,0.5786101818084717
18,0.5111500024795532,0.45903676748275757
19,0.4953240156173706,0.4565582275390625
20,0.5239810943603516,0.6725932359695435
21,0.5941622257232666,0.36344027519226074
22,0.34614571928977966,0.49131542444229126
23,0.3690108060836792,0.6082998514175415
24,0.5158241391181946,0.3408414423465729
25,0.6331572532653809,0.5802955627441406
26,0.5710887312889099,0.6796963810920715
27,0.523009717464447,0.623136043548584
28,0.5130153894424438,0.4633479118347168
29,0.521965503692627,0.7132766842842102
30,0.3926798701286316,0.5266335010528564
31,0.449604332447052,0.47686782479286194
32,0.43456995487213135,0.43496376276016235
33,0.41767454147338867,0.4414752125740051
34,0.6778072118759155,0.6693700551986694
35,0.6429294943809509,0.4715098738670349
36,0.3961418867111206,0.5223642587661743
37,0.5874395370483398,0.39972758293151855
38,0.5859836339950562,0.6303207278251648
39,0.47180184721946716,0.49066686630249023
40,0.5122219324111938,0.525011420249939
41,0.38999390602111816,0.4925502836704254
42,0.6936014890670776,0.5883318185806274
43,0.6515898108482361,0.49197643995285034
44,0.3484901487827301,0.5353924036026001
45,0.7345108985900879,0.49225062131881714
46,0.5679975152015686,0.45819395780563354
47,0.47890275716781616,0.5497488379478455
48,0.5021967887878418,0.6024274230003357
49,0.4879775643348694,0.3515055179595947
50,0.08502493053674698,0.08199617266654968
51,0.06593865156173706,0.05302916467189789
52,0.07953524589538574,0.09028255194425583
53,0.04528345912694931,0.06417176872491837
54,0.09407363086938858,0.06752130389213562
55,0.11430886387825012,0.060284703969955444
56,0.044015102088451385,0.08620201051235199
57,0.07730700075626373,0.05331455171108246
58,0.07786808907985687,0.07896962761878967
59,0.08109711110591888,0.07045333087444305
60,0.05971505492925644,0.07006563246250153
61,0.07039260864257812,0.046010687947273254
62,0.05870677903294563,0.08404438942670822
63,0.06971468031406403,0.05436915531754494
64,0.06089983135461807,0.07950395345687866
65,0.0533132404088974,0.0862303301692009
66,0.1027899831533432,0.08274780213832855
67,0.05505381524562836,0.07488970458507538
68,0.07995325326919556,0.06139908730983734
69,0.08472126722335815,0.056209176778793335
70,0.09015581011772156,0.04702378809452057
71,0.08911771327257156,0.05674844980239868
72,0.08229511976242065,0.0750182494521141
73,0.059491537511348724,0.04742586240172386
74,0.07566715776920319,0.07879224419593811
75,0.03778334707021713,0.05262358486652374
76,0.05036665499210358,0.07199862599372864
77,0.06443310528993607,0.06845949590206146
78,0.07860743254423141,0.07041410356760025
79,0.0728055089712143,0.05801018327474594
80,0.06602218002080917,0.047980278730392456
81,0.04900319129228592,0.08417818695306778
82,0.052152689546346664,0.09979522228240967
83,0.07849372178316116,0.04359772801399231
84,0.08299124240875244,0.08857934176921844
85,0.052296094596385956,0.05335783213376999
86,0.08258751034736633,0.09493160247802734
87,0.0729898139834404,0.05107945203781128
88,0.07733000814914703,0.06597761809825897
89,0.04830712825059891,0.05540560930967331
90,0.05858587473630905,0.06151878461241722
91,0.05879977345466614,0.07249896228313446
92,0.0656949058175087,0.04868193715810776
93,0.04437943547964096,0.06433100998401642
94,0.07501758635044098,0.10697361826896667
95,0.06895327568054199,0.053345419466495514
96,0.05207797512412071,0.06651818007230759
97,0.06834670156240463,0.05560288950800896
98,0.06607422232627869,0.0633806437253952
99,0.057989999651908875,0.09119567275047302
100,0.02333555556833744,0.018780265003442764
101,0.022191133350133896,0.01985318586230278
102,0.022807061672210693,0.018198613077402115
103,0.023885656148195267,0.017261575907468796
104,0.02019677869975567,0.017136171460151672
105,0.01691821590065956,0.01555541530251503
106,0.018425041809678078,0.02375788986682892
107,0.016633648425340652,0.016784556210041046
108,0.01931595429778099,0.009344631806015968
109,0.019252240657806396,0.023796511813998222
110,0.022748611867427826,0.02555716037750244
111,0.020613808184862137,0.013257743790745735
112,0.023780938237905502,0.01752483658492565
113,0.019832616671919823,0.018474318087100983
114,0.023706279695034027,0.020681798458099365
115,0.024648286402225494,0.017207354307174683
116,0.02697177790105343,0.01870352402329445
117,0.01517076138406992,0.011663534678518772
118,0.02128811553120613,0.01384434662759304
119,0.014013738371431828,0.01692557893693447
120,0.022121582180261612,0.016922088339924812
121,0.019590560346841812,0.01897798851132393
122,0.027380283921957016,0.023487359285354614
123,0.023210246115922928,0.018148988485336304
124,0.013693537563085556,0.018661698326468468
125,0.018903976306319237,0.023452337831258774
126,0.008253470063209534,0.011443883180618286
127,0.018115052953362465,0.01458534225821495
128,0.023975994437932968,0.02356175146996975
129,0.025080692023038864,0.015678368508815765
130,0.01873115263879299,0.02225581556558609
131,0.0167468823492527,0.017222806811332703
132,0.014145178720355034,0.027001027017831802
133,0.027644449844956398,0.025372248142957687
134,0.009521481581032276,0.02271972969174385
135,0.01691797934472561,0.020404303446412086
136,0.021484680473804474,0.02516135387122631
137,0.013006823137402534,0.02387324348092079
138,0.01440238207578659,0.027597205713391304
139,0.009134288877248764,0.012312243692576885
140,0.01705186441540718,0.024820325896143913
141,0.02562703937292099,0.019580138847231865
142,0.018355153501033783,0.013526218011975288
143,0.02296481654047966,0.018558727577328682
144,0.02251475676894188,0.030352972447872162
145,0.023362528532743454,0.021711036562919617
146,0.01222795806825161,0.0231807641685009
147,0.013174222782254219,0.02157217636704445
148,0.01968533545732498,0.020395372062921524
149,0.015479459427297115,0.024020597338676453
0,0.010653121396899223,0.014004610478878021
1,0.009532916359603405,0.008300966583192348
2,0.011542638763785362,0.011720739305019379
3,0.018388673663139343,0.013852919451892376
4,0.009443564340472221,0.012143151834607124
5,0.009686073288321495,0.012771827168762684
6,0.012516353279352188,0.010784264653921127
7,0.012623371556401253,0.006536852568387985
8,0.00948166474699974,0.014759128913283348
9,0.010711923241615295,0.01253189891576767
10,0.010013556107878685,0.018339812755584717
11,0.011072255671024323,0.011643807403743267
12,0.00897978339344263,0.01209197100251913
13,0.015530731528997421,0.010407788679003716
14,0.011648834683001041,0.012843998149037361
15,0.008365311659872532,0.008660819381475449
16,0.013812217861413956,0.011220130138099194
17,0.01513542328029871,0.011911808513104916
18,0.007239668630063534,0.01820645108819008
19,0.00876710843294859,0.008744247257709503
20,0.009142914786934853,0.010141128674149513
21,0.010840259492397308,0.012112632393836975
22,0.008032215759158134,0.014456575736403465
23,0.009101134724915028,0.010646763257682323
24,0.015223932452499866,0.012012174353003502
25,0.009469499811530113,0.004738813266158104
26,0.01051335595548153,0.007449818775057793
27,0.01671980693936348,0.015345118008553982
28,0.006483167875558138,0.012616354040801525
29,0.009646279737353325,0.015577896498143673
30,0.01611834391951561,0.009686947800219059
31,0.007726247422397137,0.012060780078172684
32,0.012648314237594604,0.011598399840295315
33,0.010687818750739098,0.010663382709026337
34,0.014158923178911209,0.016427256166934967
35,0.00976360123604536,0.009773502126336098
36,0.010097075253725052,0.012008593417704105
37,0.013740824535489082,0.010647067800164223
38,0.010841782204806805,0.009072072803974152
39,0.013049216009676456,0.016762958839535713
40,0.007880249060690403,0.012129390612244606
41,0.012417302466928959,0.011770403012633324
42,0.0119395200163126,0.01145634800195694
43,0.007547297514975071,0.013491593301296234
44,0.010171154513955116,0.009072741493582726
45,0.011846167966723442,0.012903593480587006
46,0.006929644383490086,0.009405791759490967
47,0.010635974816977978,0.015506047755479813
48,0.00973624549806118,0.016718432307243347
49,0.01653674803674221,0.006516503635793924
0,0.008385736495256424,0.006434931885451078
1,0.005556553136557341,0.00943065993487835
2,0.006945314817130566,0.014517712406814098
3,0.008634096011519432,0.007448035292327404
4,0.007974193431437016,0.009843192994594574
5,0.006302894093096256,0.00596490316092968
6,0.006016095634549856,0.007792786695063114
7,0.013139989227056503,0.010489287786185741
8,0.010196376591920853,0.004802989307790995
9,0.007680684328079224,0.006282073445618153
10,0.008935346268117428,0.009680058807134628
11,0.0074921888299286366,0.010336969047784805
12,0.00749963941052556,0.007001170888543129
13,0.007663857191801071,0.010445790365338326
14,0.008770734071731567,0.007803990971297026
15,0.006991566624492407,0.0061763618141412735
16,0.009012551046907902,0.008162049576640129
17,0.005794795695692301,0.006916872225701809
18,0.011783854104578495,0.0068259043619036674
19,0.01322801411151886,0.0147543428465724
20,0.004834968596696854,0.008830014616250992
21,0.007650228217244148,0.004659250378608704
22,0.00509138498455286,0.012400264851748943
23,0.006917186081409454,0.009152689017355442
24,0.007579953409731388,0.012297917157411575
25,0.006951510906219482,0.008568092249333858
26,0.007254889700561762,0.008103927597403526
27,0.009880316443741322,0.010954217985272408
28,0.007831799797713757,0.007833478972315788
29,0.005806352011859417,0.008968091569840908
30,0.008213880471885204,0.009891388937830925
31,0.006515403278172016,0.0068211909383535385
