iteration,clustering_loss,val_clustering_loss
32,0.005816078744828701,0.004664111882448196
33,0.011669134721159935,0.007419506553560495
34,0.007939525879919529,0.01294017769396305
35,0.009527932852506638,0.010953821241855621
36,0.007223602384328842,0.006681879982352257
37,0.012249737977981567,0.013479162007570267
38,0.006991436704993248,0.0059273140504956245
39,0.013400424271821976,0.008462387137115002
40,0.007167165633291006,0.007082652300596237
41,0.008010443300008774,0.006770152598619461
42,0.006973732262849808,0.0072972471825778484
43,0.005281360819935799,0.007741833571344614
44,0.007718274835497141,0.004326853901147842
45,0.006932065822184086,0.006045415531843901
46,0.0085905771702528,0.009045093320310116
47,0.006137782242149115,0.01017876248806715
48,0.008886213414371014,0.00973513163626194
49,0.0076723527163267136,0.00945880077779293
0,0.0054754577577114105,0.004021160304546356
1,0.004961550701409578,0.005957252811640501
2,0.005543442443013191,0.006222724448889494
3,0.004251907113939524,0.005758865736424923
4,0.007413686253130436,0.0073683783411979675
5,0.004236283712089062,0.004407024011015892
6,0.00467466376721859,0.004922706633806229
7,0.003864218946546316,0.004036081489175558
8,0.006057371385395527,0.006288917735219002
9,0.00397722702473402,0.006359734572470188
10,0.004874808248132467,0.0069267638027668
11,0.004529883619397879,0.003909039311110973
12,0.007044491358101368,0.006529191974550486
13,0.008968095295131207,0.005592984147369862
14,0.0031726264860481024,0.006687288172543049
15,0.008324623107910156,0.004610355012118816
16,0.003939686808735132,0.006142730824649334
17,0.004649984184652567,0.0075947921723127365
18,0.006692337803542614,0.005100793205201626
19,0.0035388097167015076,0.006205579731613398
20,0.005057535134255886,0.0054151760414242744
21,0.006687213201075792,0.007306450046598911
22,0.006024674512445927,0.008485415950417519
23,0.0050125569105148315,0.006308030802756548
24,0.0029982456471771,0.006816575303673744
25,0.002527110045775771,0.005231428891420364
26,0.0035348962992429733,0.008286756463348866
27,0.0030669942498207092,0.006605882663279772
28,0.006463887169957161,0.0053702169097959995
29,0.004730731248855591,0.004462964832782745
30,0.007091553881764412,0.004494523163884878
31,0.002852670382708311,0.005643646232783794
32,0.006218391470611095,0.003515032585710287
33,0.0048929606564342976,0.005355939734727144
34,0.0071609471924602985,0.005810393951833248
35,0.005150078795850277,0.0069969515316188335
36,0.006125479005277157,0.006013879552483559
37,0.0029914434999227524,0.004442444071173668
38,0.0023193180095404387,0.005189283285290003
39,0.0045889695174992085,0.0064174518920481205
40,0.004335057456046343,0.006414784584194422
41,0.0046225786209106445,0.0029137921519577503
42,0.004887175280600786,0.006119105964899063
43,0.0038455475587397814,0.003472911426797509
44,0.0031123978551477194,0.00930621288716793
45,0.007823511026799679,0.005656897090375423
46,0.005192802753299475,0.006847982294857502
47,0.008765602484345436,0.00446238461881876
48,0.005685248877853155,0.005797159858047962
49,0.004158289637416601,0.003336853813380003
0,0.0045938752591609955,0.004885223228484392
1,0.0058601005002856255,0.0032711029052734375
2,0.005496796220541,0.004350112285465002
3,0.0039025628939270973,0.0034483522176742554
4,0.0034626019187271595,0.004991702735424042
5,0.0032045983243733644,0.0030521329026669264
6,0.004316755570471287,0.0030413675121963024
7,0.006129507906734943,0.003940277732908726
8,0.004720220807939768,0.006226036697626114
9,0.0020306839141994715,0.00380691303871572
10,0.0032206769101321697,0.0026810416020452976
11,0.005270063877105713,0.004418571945279837
12,0.0033426734153181314,0.0053481729701161385
13,0.003326975740492344,0.004771639592945576
14,0.0021853563375771046,0.004710094071924686
15,0.002509506419301033,0.004219424910843372
16,0.0036990069784224033,0.0047149863094091415
17,0.0033760499209165573,0.004856770858168602
18,0.004340596497058868,0.005617448128759861
19,0.001983323600143194,0.003933879546821117
20,0.005394144915044308,0.0033945655450224876
21,0.0024767762515693903,0.003674183739349246
22,0.0042603216134011745,0.0054523334838449955
23,0.002274555852636695,0.005120257847011089
24,0.005493626464158297,0.005100395064800978
25,0.005127886775881052,0.003773475531488657
26,0.004387328866869211,0.004062520805746317
27,0.003041083924472332,0.00480742147192359
28,0.0042421650141477585,0.0031431647948920727
29,0.004764272831380367,0.0045709614641964436
30,0.0026452653110027313,0.004293435253202915
31,0.004160900600254536,0.0023455487098544836
32,0.004498224705457687,0.002029322786256671
33,0.00385956815443933,0.0042289914563298225
34,0.003124192589893937,0.004929973743855953
35,0.0038619814440608025,0.0022420077584683895
36,0.0034628259018063545,0.003766554407775402
37,0.0033435409422963858,0.004204793833196163
38,0.004584606736898422,0.0046096136793494225
39,0.0020746984519064426,0.005070003680884838
40,0.00261027947999537,0.006110286805778742
41,0.0037884521298110485,0.004451972432434559
42,0.003865426406264305,0.00443398579955101
43,0.005156618542969227,0.004165781661868095
44,0.0036461553536355495,0.004398765973746777
45,0.004052711650729179,0.004358252510428429
46,0.0034291590563952923,0.003908106125891209
47,0.002946532564237714,0.005240913480520248
48,0.004459526855498552,0.003822026075795293
49,0.005769478157162666,0.005086103454232216
0,0.002219453686848283,0.0021249132696539164
1,0.002254720777273178,0.002203920856118202
2,0.0023630938958376646,0.0030612018890678883
3,0.002268449170514941,0.0015259920619428158
4,0.0012795604998245835,0.004152672365307808
5,0.0025710798799991608,0.0025431690737605095
6,0.0027264379896223545,0.0028915940783917904
7,0.002806245582178235,0.002132597379386425
8,0.002109080320224166,0.0021425699815154076
9,0.0029276127461344004,0.0028347414918243885
10,0.0032315123826265335,0.0014981516869738698
11,0.0028984942473471165,0.00304691051132977
12,0.0015230197459459305,0.0034647579304873943
13,0.0029648602940142155,0.0024997349828481674
14,0.0022933809086680412,0.002671102061867714
15,0.0028925288934260607,0.0033336016349494457
16,0.0020040334202349186,0.00186473922803998
17,0.002680553589016199,0.0027949539944529533
18,0.0013369007501751184,0.0029764443170279264
19,0.0023838637862354517,0.002841333858668804
20,0.002091195434331894,0.0033083485905081034
21,0.003404082730412483,0.00234559690579772
22,0.002796510700136423,0.0029240744188427925
23,0.002046002075076103,0.0033010519109666348
24,0.003488837741315365,0.003415264654904604
25,0.0028089922852814198,0.002561402041465044
26,0.004411127418279648,0.001991031691431999
27,0.0022250665351748466,0.002693855669349432
28,0.005644194316118956,0.0025551258586347103
29,0.0023875548504292965,0.00310639594681561
30,0.0029004791285842657,0.001445046509616077
31,0.0023564868606626987,0.002612519543617964
32,0.0027274650055915117,0.0028788370545953512
33,0.003035422647371888,0.0023641863372176886
34,0.0016606705030426383,0.0034897795412689447
35,0.0038572195917367935,0.003777460427954793
36,0.003698584623634815,0.001859045005403459
37,0.0024449124466627836,0.0024550838861614466
38,0.002774434629827738,0.003515314543619752
39,0.0016129118157550693,0.001705704489722848
40,0.0028971261344850063,0.0019263803260400891
41,0.0022313124500215054,0.0021311836317181587
42,0.0012449236819520593,0.0016413324046880007
43,0.002486406359821558,0.0023762935306876898
44,0.0022750883363187313,0.0025452468544244766
45,0.0023300196044147015,0.003148864023387432
46,0.0021285382099449635,0.0040375241078436375
47,0.0022990419529378414,0.0029228832572698593
48,0.0022189614828675985,0.0020197906997054815
49,0.0013587814755737782,0.0019813599064946175
