train_loss,val_loss,acc,nmi
0.433016836643219,0.1587979793548584,0.37362637362637363,0.0024628722140732917
0.1179395318031311,0.08557029813528061,0.37362637362637363,0.0024628722140732917
0.07412343472242355,0.062120337039232254,0.37362637362637363,0.0024628722140732917
0.05648225173354149,0.051116764545440674,0.37362637362637363,0.0024628722140732917
0.04577338695526123,0.04306658357381821,0.37362637362637363,0.0024628722140732917
0.03897029906511307,0.03848860785365105,0.37362637362637363,0.0024628722140732917
0.03504137322306633,0.038352228701114655,0.37362637362637363,0.0024628722140732917
0.033875349909067154,0.03326910361647606,0.37362637362637363,0.0024628722140732917
0.029781322926282883,0.03109816089272499,0.37362637362637363,0.0024628722140732917
0.02626662515103817,0.028413262218236923,0.37362637362637363,0.0024628722140732917
0.024377983063459396,0.026822900399565697,0.37362637362637363,0.0024628722140732917
0.02209354192018509,0.02506544440984726,0.37362637362637363,0.0024628722140732917
0.020405177026987076,0.024329248815774918,0.37362637362637363,0.0024628722140732917
0.01903214491903782,0.023363975808024406,0.37362637362637363,0.0024628722140732917
0.01835309900343418,0.023182302713394165,0.37362637362637363,0.0024628722140732917
0.020558815449476242,0.023611443117260933,0.37362637362637363,0.0024628722140732917
0.01803615130484104,0.02244897000491619,0.37362637362637363,0.0024628722140732917
0.016492899507284164,0.020929012447595596,0.37362637362637363,0.0024628722140732917
0.015649201348423958,0.021044855937361717,0.37362637362637363,0.0024628722140732917
0.016245566308498383,0.02243957482278347,0.37362637362637363,0.0024628722140732917
0.01714985817670822,0.020662659779191017,0.37362637362637363,0.0024628722140732917
0.015898561105132103,0.020307272672653198,0.37362637362637363,0.0024628722140732917
0.013998450711369514,0.019214285537600517,0.37362637362637363,0.0024628722140732917
0.01308378390967846,0.01847238652408123,0.37362637362637363,0.0024628722140732917
0.01260900404304266,0.01834031566977501,0.37362637362637363,0.0024628722140732917
0.01232826802879572,0.019424576312303543,0.37362637362637363,0.0024628722140732917
0.012333299964666367,0.017829133197665215,0.37362637362637363,0.0024628722140732917
0.011991322040557861,0.019179856404662132,0.37362637362637363,0.0024628722140732917
0.01236522477120161,0.017710315063595772,0.37362637362637363,0.0024628722140732917
0.013058839365839958,0.018796339631080627,0.37362637362637363,0.0024628722140732917
0.013339918106794357,0.01932879164814949,0.37362637362637363,0.0024628722140732917
0.015400711447000504,0.02080405317246914,0.37362637362637363,0.0024628722140732917
0.013516264036297798,0.017631327733397484,0.37362637362637363,0.0024628722140732917
0.011298292316496372,0.017531009390950203,0.37362637362637363,0.0024628722140732917
0.010752269998192787,0.016406409442424774,0.37362637362637363,0.0024628722140732917
0.010468919761478901,0.01696491427719593,0.37362637362637363,0.0024628722140732917
0.01059627067297697,0.01622307486832142,0.37362637362637363,0.0024628722140732917
0.009562602266669273,0.016169004142284393,0.37362637362637363,0.0024628722140732917
0.009397611021995544,0.015720734372735023,0.37362637362637363,0.0024628722140732917
0.00925755687057972,0.015625182539224625,0.37362637362637363,0.0024628722140732917
0.008998158387839794,0.015487364493310452,0.37362637362637363,0.0024628722140732917
0.009077268652617931,0.015582296997308731,0.37362637362637363,0.0024628722140732917
0.009756894782185555,0.01606704667210579,0.37362637362637363,0.0024628722140732917
0.01057874970138073,0.016383357346057892,0.37362637362637363,0.0024628722140732917
0.011078541167080402,0.020364580675959587,0.37362637362637363,0.0024628722140732917
0.011385949328541756,0.018226979300379753,0.37362637362637363,0.0024628722140732917
0.009925201535224915,0.015745805576443672,0.37362637362637363,0.0024628722140732917
0.00881597213447094,0.015525843016803265,0.37362637362637363,0.0024628722140732917
0.008322089910507202,0.014639829285442829,0.37362637362637363,0.0024628722140732917
0.007914446294307709,0.014756790362298489,0.37362637362637363,0.0024628722140732917
0.007937334477901459,0.014596820808947086,0.37362637362637363,0.0024628722140732917
0.00769279059022665,0.014293788932263851,0.37362637362637363,0.0024628722140732917
0.007775669917464256,0.014397026039659977,0.37362637362637363,0.0024628722140732917
0.007780591491609812,0.014686561189591885,0.37362637362637363,0.0024628722140732917
0.008147027343511581,0.016997454687952995,0.37362637362637363,0.0024628722140732917
0.009394083172082901,0.015179137699306011,0.37362637362637363,0.0024628722140732917
0.008455254137516022,0.01570351980626583,0.37362637362637363,0.0024628722140732917
0.007953651249408722,0.01412161160260439,0.37362637362637363,0.0024628722140732917
0.008073384873569012,0.014619407244026661,0.37362637362637363,0.0024628722140732917
0.007689202670007944,0.014352812431752682,0.37362637362637363,0.0024628722140732917
0.007479128893464804,0.014074842445552349,0.37362637362637363,0.0024628722140732917
0.007534307893365622,0.014844794757664204,0.37362637362637363,0.0024628722140732917
0.007803075015544891,0.014305590651929379,0.37362637362637363,0.0024628722140732917
0.00894505251199007,0.01550331525504589,0.37362637362637363,0.0024628722140732917
0.008915097452700138,0.01808096095919609,0.37362637362637363,0.0024628722140732917
0.011741437017917633,0.0172604750841856,0.37362637362637363,0.0024628722140732917
0.008158803917467594,0.014378734864294529,0.37362637362637363,0.0024628722140732917
0.007191832643002272,0.01366328913718462,0.37362637362637363,0.0024628722140732917
0.006544573698192835,0.013413969427347183,0.37362637362637363,0.0024628722140732917
0.00635170005261898,0.013275603763759136,0.37362637362637363,0.0024628722140732917
0.0062820748426020145,0.013223551213741302,0.37362637362637363,0.0024628722140732917
0.00617210054770112,0.01314999908208847,0.37362637362637363,0.0024628722140732917
0.006152686662971973,0.013334183022379875,0.37362637362637363,0.0024628722140732917
0.006175828631967306,0.013219309039413929,0.37362637362637363,0.0024628722140732917
0.006833136547356844,0.01631370186805725,0.37362637362637363,0.0024628722140732917
0.0078016240149736404,0.016760410740971565,0.37362637362637363,0.0024628722140732917
0.008431858383119106,0.01482970081269741,0.37362637362637363,0.0024628722140732917
0.0067001827992498875,0.013666942715644836,0.37362637362637363,0.0024628722140732917
0.008027859963476658,0.015656257048249245,0.37362637362637363,0.0024628722140732917
0.00899377278983593,0.01563139632344246,0.37362637362637363,0.0024628722140732917
0.008407492190599442,0.014242076314985752,0.37362637362637363,0.0024628722140732917
0.007958431728184223,0.014021427370607853,0.37362637362637363,0.0024628722140732917
0.008365725167095661,0.01443540770560503,0.37362637362637363,0.0024628722140732917
0.007382984273135662,0.013584218919277191,0.37362637362637363,0.0024628722140732917
0.0071716937236487865,0.017453152686357498,0.37362637362637363,0.0024628722140732917
