train_loss,val_loss,train_acc,train_nmi,val_acc,val_nmi
0.03541554883122444,0.011185607872903347,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.009866085834801197,0.007684460375458002,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.007093724329024553,0.006325043737888336,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.005778962280601263,0.00483401445671916,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.004750245716422796,0.004315060563385487,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.004212178755551577,0.004181190859526396,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0039437864907085896,0.0035147112794220448,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0035116279032081366,0.003759683109819889,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.003487745765596628,0.003102180315181613,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0031515201553702354,0.0028484000358730555,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0029092319309711456,0.0026846625842154026,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.002794352825731039,0.0025713955983519554,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.002724874299019575,0.0024888524785637856,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0026090217288583517,0.002395028481259942,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.002428237581625581,0.0022558628115803003,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.002342567080631852,0.0023397139739245176,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0025077015161514282,0.004582542460411787,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.002805318683385849,0.002294461475685239,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0022143397945910692,0.002055262913927436,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.002133122645318508,0.001957488711923361,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0020166097674518824,0.0018832302885130048,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0019730187486857176,0.002066063927486539,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.00204037525691092,0.0019131917506456375,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0019653078634291887,0.001935468870215118,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0018990262178704143,0.001749880611896515,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.00184023252222687,0.0017652816604822874,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001806236687116325,0.0016940959030762315,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0017444154946133494,0.0017869429429993033,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0018100033048540354,0.0018082119058817625,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0017237327992916107,0.0017016057390719652,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0016854970017448068,0.0015845291782170534,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0016302545554935932,0.0015601724153384566,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0016083532245829701,0.0015498169232159853,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001569483894854784,0.0015434303786605597,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0016372873215004802,0.0026332209818065166,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0016950264107435942,0.0015486833872273564,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0015985853970050812,0.001588983228430152,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001620842725969851,0.0014732327545061707,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0015592973213642836,0.0014407013077288866,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0014936390798538923,0.0014771323185414076,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0014459813246503472,0.0013913740403950214,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0014309610705822706,0.0015905683394521475,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0014867921127006412,0.0013864823849871755,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0015185915399342775,0.003256923519074917,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0021239740308374166,0.0015995594440028071,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0016394437989220023,0.0014004268450662494,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0014172560768201947,0.0013683069264516234,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0014267538208514452,0.0014480692334473133,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0013685940066352487,0.0013704426819458604,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0013629544991999865,0.0013153709005564451,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0013193140039220452,0.0012975877616554499,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0013177139917388558,0.0012924186885356903,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001302178599871695,0.0012774951756000519,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0013391550164669752,0.0015551330288872123,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0020042192190885544,0.0018218790646642447,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0015093759866431355,0.0014423489337787032,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001320044626481831,0.0012586209923028946,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001295827911235392,0.0012826691381633282,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0012548024533316493,0.001256452756933868,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0012497775023803115,0.0012194254668429494,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0012247917475178838,0.0012206980027258396,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001234897063113749,0.0012197868200019002,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001272161491215229,0.0014949087053537369,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0015503712929785252,0.0016133672324940562,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0012813389766961336,0.0011995957465842366,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0011995582608506083,0.0012267044512555003,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0011996497632935643,0.0011749619152396917,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.00118411669973284,0.0011828441638499498,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001181599567644298,0.0011695324210450053,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0011635333066806197,0.0011913477210327983,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001169396098703146,0.0011783796362578869,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001179058221168816,0.001157052582129836,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0011430428130552173,0.0011437241919338703,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0011445711134001613,0.0011394855100661516,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0011333490256220102,0.0011332608992233872,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0011326412204653025,0.001142870751209557,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0011396071640774608,0.0012191213900223374,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0012502201134338975,0.001533538568764925,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.0015342795522883534,0.0012512154644355178,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
0.001209523412398994,0.0011648009531199932,0.5604395604395604,0.3745271941787348,0.5405405405405406,0.3649060828218218
