iteration,train_loss,val_loss,clustering_loss,val_clustering_loss,reconstruction_loss,val_reconstruction_loss
0,0.09571937471628189,0.10790012776851654,0.0002401452511548996,0.0002738630282692611,0.0957193523645401,0.10790009796619415
1,0.09693257510662079,0.10293114930391312,0.00034573680022731423,0.00025864894269034266,0.0969325378537178,0.10293112695217133
2,0.09471537917852402,0.08737454563379288,0.00025458799791522324,0.00027900259010493755,0.09471535682678223,0.08737451583147049
3,0.09780575335025787,0.1024324893951416,0.0002713634166866541,0.0002683009079191834,0.09780572354793549,0.10243245959281921
4,0.10453939437866211,0.09667816013097763,0.00029407680267468095,0.00023586192401126027,0.10453936457633972,0.09667813777923584
5,0.09545165300369263,0.10090742260217667,0.00033671653363853693,0.000247415853664279,0.09545161575078964,0.10090740025043488
6,0.10089760273694992,0.08937528729438782,0.00024779821978881955,0.0003168468247167766,0.10089758038520813,0.08937525749206543
7,0.09565096348524094,0.09985148161649704,0.00028102242504246533,0.0002497110690455884,0.09565093368291855,0.09985145926475525
8,0.09858449548482895,0.09365453571081161,0.00025755714159458876,0.0002377251657890156,0.09858447313308716,0.09365451335906982
9,0.09494577348232269,0.09696682542562485,0.00026108778547495604,0.00025113660376518965,0.0949457436800003,0.09696680307388306
10,0.08757387846708298,0.0938355103135109,0.00029892666498199105,0.0002774340973701328,0.08757384866476059,0.09383548051118851
11,0.09083173424005508,0.09498158097267151,0.00028956387541256845,0.0003260321682319045,0.0908317044377327,0.09498155117034912
12,0.09695522487163544,0.10324965417385101,0.0002721097262110561,0.0002909346658270806,0.09695519506931305,0.10324962437152863
13,0.08217716962099075,0.10397174954414368,0.0002486541052348912,0.0002950382768176496,0.08217714726924896,0.10397171974182129
14,0.10153716802597046,0.10116320103406906,0.00033395440550521016,0.00023079403035808355,0.10153713822364807,0.10116317868232727
15,0.09834643453359604,0.1071893721818924,0.00031496305018663406,0.00024314211623277515,0.09834640473127365,0.1071893498301506
16,0.0930015966296196,0.09476777911186218,0.0002829830627888441,0.00023398423218168318,0.09300156682729721,0.09476775676012039
17,0.09196977317333221,0.09391923248767853,0.0002838650834746659,0.0002610496012493968,0.09196974337100983,0.09391920268535614
18,0.10272135585546494,0.09782163798809052,0.0002388505672570318,0.0002388034772593528,0.10272133350372314,0.09782161563634872
19,0.11017481982707977,0.09553772211074829,0.00028486549854278564,0.000298285303870216,0.11017479002475739,0.0955376923084259
20,0.10647382587194443,0.08890264481306076,0.000317644007736817,0.000328147056279704,0.10647379606962204,0.08890261501073837
21,0.10148866474628448,0.10137869417667389,0.00022791375522501767,0.00026334443828091025,0.1014886423945427,0.1013786643743515
