train_loss,val_loss,acc,nmi,ari
0.0009234088938683271,0.003515961579978466,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006342643755488098,0.0035485599655658007,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006303872796706855,0.003575799986720085,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006311332690529525,0.00348530407063663,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006313794874586165,0.00357606983743608,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.000641820952296257,0.0034203282557427883,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0007156698848120868,0.0040114521980285645,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.001053853309713304,0.003707343712449074,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0007184320129454136,0.0036504820454865694,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006334625650197268,0.00351711199618876,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006719910888932645,0.003604624420404434,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006655753822997212,0.0037177938502281904,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006308117299340665,0.0035748607479035854,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006167984683997929,0.003607321996241808,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006046431954018772,0.0035154176875948906,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006028662901371717,0.003610095474869013,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006013442762196064,0.0035128931049257517,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006639112252742052,0.003868822241201997,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0008055117796175182,0.0035252589732408524,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006990882102400064,0.0033758808858692646,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.000640036363620311,0.0037186965346336365,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006363005959428847,0.003658232744783163,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006311624310910702,0.0038163880817592144,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0005904849385842681,0.0036614304408431053,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0005833740578964353,0.0035272284876555204,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006441140430979431,0.003616610774770379,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006430518114939332,0.00354399555362761,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006350970943458378,0.0036471642088145018,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006618115585297346,0.003586496226489544,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0005978281842544675,0.003680552588775754,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0005828556604683399,0.0037416249979287386,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0005716945161111653,0.0036215097643435,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.000562271277885884,0.0036853926721960306,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0005601794691756368,0.0036556466948240995,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.000606125860940665,0.003776470199227333,0.3644366197183099,0.0025478528265918,-0.003720818971609967
0.0006510725361295044,0.0037803412415087223,0.3644366197183099,0.0025478528265918,-0.003720818971609967
