iteration,clustering_loss
0,0.07709266245365143
1,0.11776658892631531
2,0.10756903886795044
3,0.08678625524044037
4,0.13066387176513672
5,0.1039292961359024
6,0.07666462659835815
7,0.034521907567977905
8,0.11091369390487671
9,0.07795536518096924
10,0.11691917479038239
11,0.09986323118209839
12,0.10649564862251282
13,0.08742360770702362
14,0.16763916611671448
15,0.19219940900802612
16,0.19688056409358978
17,0.09489524364471436
18,0.10360974073410034
19,0.14577125012874603
20,0.09415265917778015
21,0.12777483463287354
22,0.115449458360672
23,0.07480520009994507
24,0.10573956370353699
25,0.10049112141132355
26,0.11805498600006104
27,0.11178386956453323
28,0.27295082807540894
29,0.22020502388477325
30,0.16082361340522766
31,0.11104302108287811
32,0.10236010700464249
33,0.10487152636051178
34,0.03887837380170822
35,0.072588250041008
36,0.09677348285913467
37,0.09135925769805908
38,0.0747005045413971
39,0.07732393592596054
40,0.10050661116838455
41,0.12344203889369965
42,0.1263982355594635
43,0.09732754528522491
44,0.10385756939649582
45,0.07779492437839508
46,0.10352105647325516
47,0.04467594623565674
48,0.21815666556358337
49,0.1831004023551941
50,0.11344887316226959
51,0.07097508013248444
52,0.06533147394657135
53,0.06816539168357849
54,0.06383374333381653
55,0.10646530985832214
56,0.2135525792837143
57,0.15104952454566956
58,0.11360049247741699
59,0.1163320243358612
60,0.10541130602359772
61,0.11809182167053223
62,0.12131106108427048
63,0.125763937830925
64,0.07913108170032501
65,0.07985460013151169
66,0.09367529302835464
67,0.04007834941148758
68,0.2230522334575653
69,0.2114490270614624
70,0.1496976912021637
71,0.10185089707374573
72,0.07871250808238983
73,0.09198293089866638
74,0.05345484986901283
75,0.08295771479606628
76,0.15644171833992004
77,0.1465265303850174
78,0.10389197617769241
79,0.09821616113185883
80,0.10809469223022461
81,0.12349968403577805
82,0.11975687742233276
83,0.12884551286697388
84,0.05361330509185791
85,0.08860953152179718
86,0.0892418920993805
87,0.02752387709915638
88,0.13469137251377106
89,0.1663377583026886
90,0.15148979425430298
91,0.12827825546264648
92,0.08551806956529617
93,0.10019753873348236
94,0.06112467497587204
95,0.07571820914745331
96,0.14137369394302368
97,0.11364450305700302
98,0.08622828125953674
99,0.1020597368478775
100,0.11070501804351807
101,0.12377066910266876
102,0.11131338030099869
103,0.10688740015029907
104,0.04178064689040184
105,0.09490576386451721
106,0.09027235209941864
107,0.046814970672130585
108,0.07614533603191376
109,0.12725111842155457
110,0.15075863897800446
111,0.1809079647064209
112,0.12440238893032074
113,0.10972271114587784
114,0.05053258687257767
115,0.058344900608062744
116,0.11054135859012604
117,0.10429197549819946
118,0.07132768630981445
119,0.0892777368426323
120,0.11498390883207321
121,0.12285017967224121
122,0.10880382359027863
123,0.09159153699874878
124,0.04232089966535568
125,0.09563764929771423
126,0.08853044360876083
127,0.05985870957374573
128,0.047388963401317596
129,0.09491612017154694
130,0.1345442235469818
131,0.20313048362731934
132,0.15726834535598755
133,0.1040385514497757
134,0.05326652154326439
135,0.05796882137656212
136,0.12255777418613434
137,0.09993929415941238
138,0.07187096029520035
139,0.09392841905355453
140,0.12186034023761749
141,0.11839231848716736
142,0.10498756170272827
143,0.07485413551330566
144,0.05155856907367706
145,0.09647786617279053
146,0.08362992852926254
147,0.08055801689624786
148,0.04632218927145004
149,0.08340243250131607
150,0.12211815267801285
151,0.24892760813236237
152,0.22241295874118805
153,0.10633247345685959
154,0.05295649170875549
155,0.0569467730820179
156,0.13073953986167908
157,0.10071735829114914
158,0.07394912093877792
159,0.11538290232419968
160,0.12715119123458862
161,0.11277897655963898
162,0.10155130922794342
163,0.05939759314060211
164,0.06058533489704132
165,0.08814993500709534
166,0.0751415491104126
167,0.09797778725624084
168,0.039083175361156464
169,0.060176584869623184
170,0.10456641018390656
171,0.25031352043151855
172,0.26157402992248535
173,0.12443391978740692
174,0.059994738548994064
175,0.046902790665626526
176,0.11845115572214127
177,0.09562806040048599
178,0.07572124153375626
179,0.12081404030323029
180,0.11922229081392288
181,0.1029447540640831
182,0.09388276934623718
183,0.05444394797086716
184,0.06454618275165558
185,0.06997177004814148
186,0.06170406937599182
187,0.10576710850000381
188,0.04442745819687843
189,0.045410141348838806
190,0.08523280173540115
191,0.2346923053264618
192,0.28436729311943054
193,0.15561401844024658
194,0.09823114424943924
195,0.046294115483760834
196,0.07751321792602539
197,0.07485751807689667
198,0.0662805587053299
199,0.11550015956163406
200,0.10145682841539383
201,0.0889776274561882
202,0.08258339762687683
203,0.07720062136650085
204,0.06180203706026077
205,0.05304739624261856
206,0.047579966485500336
207,0.08495678752660751
208,0.04576444625854492
209,0.03964540362358093
210,0.07836978882551193
211,0.17012465000152588
212,0.2422286868095398
213,0.18206244707107544
214,0.10571315884590149
215,0.038262538611888885
216,0.055435910820961
217,0.0571892186999321
218,0.046421248465776443
219,0.10500039160251617
220,0.10420125722885132
221,0.08852074295282364
222,0.07917053997516632
223,0.08022896200418472
224,0.0658082664012909
225,0.05429856479167938
226,0.04937003552913666
227,0.08608260750770569
228,0.05035273730754852
229,0.0440995991230011
230,0.08453699201345444
231,0.12115879356861115
232,0.19057631492614746
233,0.17633798718452454
234,0.10161644220352173
235,0.035142429172992706
236,0.04762246459722519
237,0.05263429507613182
238,0.0443892776966095
239,0.09430566430091858
240,0.11537022143602371
241,0.09259622544050217
242,0.07811225950717926
243,0.07266364991664886
244,0.07042485475540161
245,0.05985930934548378
246,0.05518222600221634
247,0.08395747095346451
248,0.051124561578035355
249,0.04729921743273735
250,0.09913118183612823
251,0.09917996823787689
252,0.14883264899253845
253,0.17141276597976685
254,0.09677162766456604
255,0.03588511794805527
256,0.04803299531340599
257,0.04693978652358055
258,0.03849314898252487
259,0.07734860479831696
260,0.12094531953334808
261,0.0919567123055458
262,0.0788455680012703
263,0.06632570177316666
264,0.07826194167137146
265,0.07077206671237946
266,0.06652477383613586
267,0.08393694460391998
268,0.05363665521144867
269,0.050501737743616104
270,0.10592346638441086
271,0.08818495273590088
272,0.13459447026252747
273,0.16330204904079437
274,0.0879870131611824
275,0.03380502760410309
276,0.040826406329870224
277,0.048983052372932434
278,0.03954813629388809
279,0.080027274787426
280,0.11294938623905182
281,0.08209256082773209
282,0.07667748630046844
283,0.07144781202077866
284,0.08146737515926361
285,0.07503607869148254
286,0.06983764469623566
287,0.07315133512020111
