iteration,clustering_loss
0,0.077535480260849
1,0.1158980131149292
2,0.10659949481487274
3,0.06956467777490616
4,0.11062228679656982
5,0.10121685266494751
6,0.11974453181028366
7,0.06804566085338593
8,0.10792776942253113
9,0.07833639532327652
10,0.0808732807636261
11,0.07870608568191528
12,0.07920847833156586
13,0.05516461282968521
14,0.0765274167060852
15,0.08868616819381714
16,0.13446380198001862
17,0.09777912497520447
18,0.08388100564479828
19,0.11093908548355103
20,0.08019445836544037
21,0.11683615297079086
22,0.1110563576221466
23,0.07233378291130066
24,0.10967590659856796
25,0.09822936356067657
26,0.119010329246521
27,0.053841471672058105
28,0.11484113335609436
29,0.08690686523914337
30,0.08199639618396759
31,0.07779918611049652
32,0.07894265651702881
33,0.057010192424058914
34,0.0719616487622261
35,0.08791941404342651
36,0.12529322504997253
37,0.09160201251506805
38,0.08230315148830414
39,0.10317891836166382
40,0.08267110586166382
41,0.11837796866893768
42,0.11292359977960587
43,0.07202449440956116
44,0.11227098852396011
45,0.10289891064167023
46,0.12189112603664398
47,0.051411308348178864
48,0.11469864845275879
49,0.09112343192100525
50,0.08146689832210541
51,0.0752006247639656
52,0.07697786390781403
53,0.05660119652748108
54,0.07025175541639328
55,0.08845850080251694
56,0.12611952424049377
57,0.08964912593364716
58,0.08249092102050781
59,0.10185556858778
60,0.08514426648616791
61,0.11956045031547546
62,0.11475349217653275
63,0.07257833331823349
64,0.1134566143155098
65,0.106489397585392
66,0.12396778166294098
67,0.049088314175605774
68,0.11596284806728363
69,0.09606511145830154
70,0.08285640180110931
71,0.07460515201091766
72,0.07605727016925812
73,0.057611677795648575
74,0.0691540539264679
75,0.08942866325378418
76,0.12543177604675293
77,0.0877167209982872
78,0.08283020555973053
79,0.0997815653681755
80,0.08724993467330933
81,0.12026209384202957
82,0.1163487434387207
83,0.0733017697930336
84,0.11413204669952393
85,0.1097513884305954
86,0.12567120790481567
87,0.047996629029512405
88,0.11635175347328186
89,0.10001206398010254
90,0.08425427228212357
91,0.07421150803565979
92,0.07536742836236954
93,0.05876331776380539
94,0.06789840757846832
95,0.090285524725914
96,0.12444543838500977
