random_state,acc,nmi
0,0.4540540540540541,0.30522764694610444
1,0.3837837837837838,0.30522764694610444
2,0.4540540540540541,0.30522764694610444
3,0.3837837837837838,0.30522764694610444
4,0.12972972972972974,0.30522764694610444
5,0.3837837837837838,0.30522764694610444
6,0.4540540540540541,0.30522764694610444
7,0.12972972972972974,0.30522764694610444
8,0.12972972972972974,0.30522764694610444
9,0.3837837837837838,0.30522764694610444
10,0.0918918918918919,0.30522764694610444
11,0.12972972972972974,0.30522764694610444
12,0.3837837837837838,0.30522764694610444
13,0.3837837837837838,0.30522764694610444
14,0.3837837837837838,0.30522764694610444
15,0.4540540540540541,0.30522764694610444
16,0.4540540540540541,0.30522764694610444
17,0.4540540540540541,0.30522764694610444
18,0.12972972972972974,0.30522764694610444
19,0.4540540540540541,0.30522764694610444
