iteration,clustering_loss
0,0.0775354728102684
1,0.10304924845695496
2,0.08246678858995438
3,0.06402549147605896
4,0.15947717428207397
5,0.1657027006149292
6,0.1387072205543518
7,0.11161451786756516
8,0.12165723741054535
9,0.08222374320030212
10,0.1321408450603485
11,0.1296970248222351
12,0.1272100806236267
13,0.06313587725162506
14,0.13531464338302612
15,0.13404381275177002
16,0.19744375348091125
17,0.08130142092704773
18,0.09233376383781433
19,0.1073845699429512
20,0.09039011597633362
21,0.119008369743824
22,0.11769550293684006
23,0.0846100002527237
24,0.1090952679514885
25,0.09507560729980469
26,0.09238985180854797
27,0.057950422167778015
28,0.2021300345659256
29,0.15385021269321442
30,0.11648465692996979
31,0.08035291731357574
32,0.09454257786273956
33,0.0668025016784668
34,0.11602915078401566
35,0.11037100851535797
36,0.21609200537204742
37,0.14776182174682617
38,0.09751767665147781
39,0.1135951578617096
40,0.09514442831277847
41,0.10724043101072311
42,0.12421787530183792
43,0.12155087292194366
44,0.11001604050397873
45,0.10975762456655502
46,0.13466034829616547
47,0.023482609540224075
48,0.18059581518173218
49,0.14934200048446655
50,0.08960264921188354
51,0.07311880588531494
52,0.07858772575855255
53,0.040920622646808624
54,0.1364675909280777
55,0.14016196131706238
56,0.2901076674461365
57,0.15259799361228943
58,0.11460760235786438
59,0.13029618561267853
60,0.10791958123445511
61,0.10189869999885559
62,0.1101396456360817
63,0.12704648077487946
64,0.12365491688251495
65,0.12997578084468842
66,0.10345065593719482
67,0.061292245984077454
68,0.09223229438066483
69,0.10828187316656113
70,0.130052387714386
71,0.10634954273700714
72,0.10080654174089432
73,0.11344459652900696
74,0.0653681606054306
75,0.08183874189853668
76,0.14270523190498352
77,0.1030927300453186
78,0.07816323637962341
79,0.09064660966396332
80,0.11262096464633942
81,0.10244934260845184
82,0.11328563839197159
83,0.0901922881603241
84,0.12419763207435608
85,0.13381873071193695
86,0.1113365888595581
87,0.0776180624961853
88,0.054012231528759
89,0.08933082222938538
90,0.08388762921094894
91,0.08457329869270325
92,0.08871467411518097
93,0.09317919611930847
94,0.07898899912834167
95,0.0976036861538887
