iteration,train_loss,clustering_loss,reconstruction_loss
0,0.004677249118685722,0.05924966186285019,0.00461799930781126
1,0.007010763045400381,0.11137399822473526,0.00689938897266984
2,0.006223776377737522,0.10905392467975616,0.006114722229540348
3,0.00282014231197536,0.07027421146631241,0.0027498682029545307
4,0.0036462966818362474,0.12007635831832886,0.003526220330968499
5,0.0039429315365850925,0.07886610180139542,0.0038640655111521482
6,0.003647539997473359,0.11313965171575546,0.0035344003699719906
7,0.004335326608270407,0.06004072725772858,0.004275286104530096
8,0.003107476281002164,0.11806187033653259,0.002989414380863309
9,0.0032314632553607225,0.0735897645354271,0.0031578734051436186
10,0.0014224237529560924,0.08125464618206024,0.001341169117949903
11,0.0013042932841926813,0.06708411872386932,0.0012372091878205538
12,0.0012332048499956727,0.06992296129465103,0.0011632818495854735
13,0.0014381484361365438,0.07179278135299683,0.0013663556892424822
14,0.0025311827193945646,0.061523012816905975,0.0024696597829461098
15,0.0021656013559550047,0.07484431564807892,0.0020907570142298937
16,0.002295468468219042,0.13022971153259277,0.0021652388386428356
17,0.002538989996537566,0.07558891177177429,0.00246340106241405
18,0.0024045307654887438,0.08041828870773315,0.002324112458154559
19,0.002164758276194334,0.09733176976442337,0.0020674264524132013
20,0.0051186466589570045,0.056433774530887604,0.005062212701886892
21,0.0058658793568611145,0.11119091510772705,0.005754688289016485
22,0.0029415616299957037,0.10037350654602051,0.002841188106685877
23,0.002760607749223709,0.057383403182029724,0.0027032243087887764
24,0.003723691450431943,0.10525356233119965,0.003618437796831131
25,0.0030653048306703568,0.0889350026845932,0.002976369811221957
26,0.003434529062360525,0.09210023283958435,0.0033424287103116512
27,0.004016857594251633,0.04637915641069412,0.0039704786613583565
28,0.0028224093839526176,0.08612439036369324,0.0027362850960344076
29,0.0032604988664388657,0.0598127543926239,0.0032006860710680485
30,0.0014007430290803313,0.06353400647640228,0.0013372090179473162
31,0.0012157612945884466,0.049571067094802856,0.0011661902535706758
32,0.0010581847745925188,0.047436121851205826,0.0010107486741617322
33,0.001327764242887497,0.05202186852693558,0.0012757424265146255
34,0.002689919900149107,0.0697014182806015,0.0026202185545116663
35,0.002306070178747177,0.07325323671102524,0.0022328170016407967
36,0.002283169189468026,0.13330741226673126,0.0021498617716133595
37,0.0024866119492799044,0.08050734549760818,0.002406104700639844
38,0.002288700779899955,0.08483093976974487,0.002203869866207242
39,0.0022371981758624315,0.12616990506649017,0.002111028181388974
40,0.004988381639122963,0.05925848335027695,0.004929122980684042
41,0.005989189259707928,0.11268734931945801,0.005876502022147179
42,0.003223418490961194,0.10612832754850388,0.0031172900926321745
43,0.002758301328867674,0.06646709889173508,0.002691834233701229
44,0.003158214967697859,0.13214880228042603,0.0030260661151260138
45,0.0030686119571328163,0.09433102607727051,0.0029742808546870947
46,0.003071028273552656,0.11913350969552994,0.0029518946539610624
47,0.0038219436537474394,0.053224705159664154,0.003768719034269452
48,0.0030015348456799984,0.13008803129196167,0.0028714467771351337
49,0.0032973461784422398,0.08640848100185394,0.0032109376043081284
50,0.0013715751701965928,0.06008526682853699,0.0013114898465573788
51,0.0011572017101570964,0.04957842081785202,0.0011076233349740505
52,0.0010003629140555859,0.04888032376766205,0.0009514825651422143
53,0.0013009788235649467,0.047754425555467606,0.0012532244436442852
