pretrain_train_loss,pretrain_val_loss
0.11693939566612244,0.06739883124828339
0.05368754640221596,0.0362941175699234
0.025942819193005562,0.019856948405504227
0.01906925067305565,0.017250381410121918
0.016545552760362625,0.015040499158203602
0.014688042923808098,0.01399977970868349
0.013969970867037773,0.013493651524186134
0.013498948886990547,0.013136662542819977
0.013180078938603401,0.012845521792769432
0.012910600751638412,0.012642856687307358
0.01271906029433012,0.012454935349524021
0.0125390300527215,0.012312750332057476
0.012382348999381065,0.01210744958370924
0.012155874632298946,0.01195340696722269
0.012025630101561546,0.011994208209216595
0.011907231993973255,0.011827321723103523
0.011843722313642502,0.011668338440358639
0.011777961626648903,0.012025603093206882
0.011679363436996937,0.011531674303114414
0.01165810413658619,0.01197979599237442
0.01162270363420248,0.01154040265828371
0.011495700106024742,0.011380535550415516
0.011385965161025524,0.01131756603717804
0.011328176595270634,0.011299245059490204
0.011238076724112034,0.011367559432983398
0.011257692240178585,0.011202612891793251
0.011131057515740395,0.011196431703865528
0.011197942309081554,0.011228881776332855
0.011088632978498936,0.011179134249687195
0.011048618704080582,0.011181047186255455
0.011003801599144936,0.011136269196867943
0.011017030104994774,0.011082539334893227
0.01100040040910244,0.011005183681845665
0.011016624048352242,0.011445946991443634
0.0111691914498806,0.01094823144376278
0.010955913923680782,0.01095851045101881
0.010934703052043915,0.010904788039624691
0.010867239907383919,0.011005180887877941
0.01082665380090475,0.010968934744596481
0.010837259702384472,0.010837733745574951
0.010754097253084183,0.010887708514928818
0.010706198401749134,0.01087169349193573
0.010765372775495052,0.01085746567696333
0.010734832845628262,0.010850436985492706
0.010715415701270103,0.010909847915172577
0.010725196450948715,0.01080129761248827
0.010716809891164303,0.010814206674695015
0.010696387849748135,0.010744878090918064
0.010603142902255058,0.010749336332082748
0.010685060173273087,0.011025315150618553
0.01077495887875557,0.01102587953209877
0.010855965316295624,0.0110239889472723
0.010876541025936604,0.011145230382680893
0.010704274289309978,0.01088027749210596
0.010682233609259129,0.010833624750375748
0.010645321570336819,0.010717636905610561
0.01069952268153429,0.010718160308897495
0.010576944798231125,0.010801364667713642
0.010545841418206692,0.010747728869318962
0.010607725009322166,0.01075228862464428
0.010561482049524784,0.01066540740430355
0.01058206520974636,0.010740154422819614
0.010662035085260868,0.010803193785250187
0.010873986408114433,0.010694949887692928
0.010627077892422676,0.010756981559097767
0.010506325401365757,0.010593624785542488
0.010494749993085861,0.010608003474771976
0.010613387450575829,0.010629176162183285
0.01050866674631834,0.010626537725329399
0.01046695001423359,0.010569573380053043
0.010442826896905899,0.010570763610303402
0.010405654087662697,0.01058680284768343
0.01041923463344574,0.010630238801240921
0.010505672544240952,0.010573393665254116
0.010483979247510433,0.01067383587360382
0.01053233165293932,0.010810045525431633
0.010492013767361641,0.010512694716453552
0.010349031537771225,0.010673269629478455
0.010345815680921078,0.010570104233920574
0.010404753498733044,0.010656547732651234
0.010552899911999702,0.010603930801153183
0.010370097123086452,0.010493223555386066
0.01044377963989973,0.010576779954135418
0.010397867299616337,0.01048277411609888
0.010349910706281662,0.010499256663024426
0.010294152423739433,0.010508570820093155
0.010273842141032219,0.010675352066755295
0.010295468382537365,0.010721664875745773
0.010265491902828217,0.010457456111907959
0.010238299146294594,0.010521557182073593
0.010312806814908981,0.010682150721549988
0.010295095853507519,0.010486576706171036
0.010313605889678001,0.010461470112204552
0.010198776610195637,0.010514459572732449
0.010297306813299656,0.010345971211791039
0.0103690130636096,0.01050481852144003
0.010289765894412994,0.01052618958055973
0.010181964375078678,0.010532919317483902
0.010166468098759651,0.010367839597165585
0.010145548731088638,0.01032663881778717
0.01008903793990612,0.010236658155918121
0.010140900500118732,0.01046912744641304
0.010094678029417992,0.010376723483204842
0.010108591057360172,0.010390644893050194
0.01006094180047512,0.010198133997619152
0.009983319789171219,0.010206352919340134
0.01012981217354536,0.010382531210780144
0.010098704136908054,0.010219425894320011
0.010080644860863686,0.010156172327697277
0.010053256526589394,0.010172208771109581
0.009980964474380016,0.010239415802061558
0.009953446686267853,0.010280218906700611
0.009932470507919788,0.010250012390315533
0.010067777708172798,0.010255086235702038
0.01011230330914259,0.010529357008635998
0.00994130503386259,0.009943128563463688
0.009872270748019218,0.010202129371464252
0.009836866520345211,0.01023041270673275
0.009851186536252499,0.010042709298431873
0.00981916207820177,0.00996594037860632
0.00992804765701294,0.010901223868131638
0.00992444809526205,0.010027320124208927
0.009811869822442532,0.010078545659780502
0.009778899140655994,0.009979644790291786
0.009813887067139149,0.01013078074902296
0.009765909984707832,0.01026360597461462
0.009730339981615543,0.009884361177682877
0.00967693142592907,0.01004316471517086
0.009686906822025776,0.010561397299170494
0.00983673706650734,0.00976694468408823
0.009625047445297241,0.009925130754709244
0.009647531434893608,0.01006279420107603
0.009669922292232513,0.009874784387648106
0.009728026576340199,0.00986278336495161
0.009599228389561176,0.009714625775814056
0.009547659195959568,0.009811460971832275
0.009570050053298473,0.009619216434657574
0.009669785387814045,0.00984636414796114
0.009616593830287457,0.009725144132971764
0.009581713005900383,0.009912929497659206
0.009554293006658554,0.009637891314923763
0.009786183945834637,0.00995805487036705
0.009453164413571358,0.0100416773930192
0.009405992925167084,0.009622708894312382
0.00937498640269041,0.009535335004329681
0.00939745083451271,0.00973683875054121
0.009564424864947796,0.01008129958063364
0.009486154653131962,0.009830278344452381
0.009499459527432919,0.009766780771315098
0.009364504367113113,0.009956227615475655
0.00939482543617487,0.009452614933252335
0.009363781660795212,0.009604358114302158
0.009387950412929058,0.0098741315305233
0.009560923092067242,0.009576010517776012
0.009798139333724976,0.009819981642067432
0.009453332051634789,0.0096530020236969
0.00944616086781025,0.009442785754799843
0.009250371716916561,0.009523230604827404
0.009199822321534157,0.009430300444364548
0.0092341098934412,0.00924649741500616
0.009346612729132175,0.009481028653681278
0.009507945738732815,0.00947776809334755
0.009286129847168922,0.009353439323604107
0.009405694901943207,0.009638313204050064
0.009257805533707142,0.009300108067691326
0.009280969388782978,0.009477593936026096
0.009298406541347504,0.009367994964122772
0.009281742386519909,0.00939431693404913
0.009341993369162083,0.009380277246236801
0.009139206260442734,0.009219422936439514
